temperature,model,decoder,parameter,wcs,covered_words,total_words,audit_path
1.0,Qwen/Qwen2.5-14B,top_k,23.0,0.506,506,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,24.0,0.514,514,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,25.0,0.516,516,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,26.0,0.52,520,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,27.0,0.524,524,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,28.0,0.531,531,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,29.0,0.535,535,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,30.0,0.547,547,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,31.0,0.555,555,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,32.0,0.561,561,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,33.0,0.567,567,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,34.0,0.57,570,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,35.0,0.575,575,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,36.0,0.579,579,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,37.0,0.581,581,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,38.0,0.583,583,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,39.0,0.588,588,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,40.0,0.591,591,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,41.0,0.594,594,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,42.0,0.597,597,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,43.0,0.603,603,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,44.0,0.607,607,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,45.0,0.616,616,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,46.0,0.621,621,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,47.0,0.621,621,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,48.0,0.624,624,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,49.0,0.628,628,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,50.0,0.63,630,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,51.0,0.633,633,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,52.0,0.634,634,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,53.0,0.635,635,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,54.0,0.635,635,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,55.0,0.636,636,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,56.0,0.639,639,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,57.0,0.643,643,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,58.0,0.648,648,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,59.0,0.652,652,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,60.0,0.653,653,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,61.0,0.654,654,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,62.0,0.655,655,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,63.0,0.657,657,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,64.0,0.659,659,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,65.0,0.663,663,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,66.0,0.664,664,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,67.0,0.667,667,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,68.0,0.67,670,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,69.0,0.672,672,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,70.0,0.681,681,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,71.0,0.682,682,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,72.0,0.685,685,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,73.0,0.686,686,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,74.0,0.687,687,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,75.0,0.689,689,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,76.0,0.692,692,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,77.0,0.695,695,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,78.0,0.697,697,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,79.0,0.698,698,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,80.0,0.701,701,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,81.0,0.703,703,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,82.0,0.705,705,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,83.0,0.707,707,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,84.0,0.708,708,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,85.0,0.711,711,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,86.0,0.717,717,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,87.0,0.72,720,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,88.0,0.722,722,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,89.0,0.723,723,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,90.0,0.725,725,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,91.0,0.725,725,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,92.0,0.725,725,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,93.0,0.726,726,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,94.0,0.727,727,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,95.0,0.728,728,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,96.0,0.729,729,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,97.0,0.73,730,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,98.0,0.73,730,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,99.0,0.731,731,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_k,100.0,0.732,732,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.5,0.137,137,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.55,0.172,172,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.6,0.204,204,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.65,0.229,229,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.7,0.284,284,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.75,0.32,320,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.8,0.362,362,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.85,0.406,406,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.9,0.474,474,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.95,0.575,575,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,top_p,0.99,0.715,715,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.01,0.571,571,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.02,0.515,515,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.03,0.474,474,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.04,0.444,444,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.05,0.417,417,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.06,0.403,403,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.07,0.392,392,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.08,0.381,381,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.09,0.367,367,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B,min_p,0.1,0.347,347,1000,results/english_pg19_predictions/audit.qwen25-14b-base.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,1.0,0.125,125,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,2.0,0.199,199,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,3.0,0.242,242,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,4.0,0.275,275,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,5.0,0.306,306,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,6.0,0.333,333,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,7.0,0.356,356,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,8.0,0.37,370,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,9.0,0.382,382,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,10.0,0.398,398,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,11.0,0.408,408,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,12.0,0.421,421,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,13.0,0.434,434,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,14.0,0.445,445,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,15.0,0.454,454,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,16.0,0.462,462,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,17.0,0.472,472,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,18.0,0.479,479,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,19.0,0.489,489,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,20.0,0.493,493,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,21.0,0.498,498,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,22.0,0.501,501,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,23.0,0.507,507,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,24.0,0.515,515,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,25.0,0.525,525,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,26.0,0.53,530,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,27.0,0.539,539,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,28.0,0.544,544,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,29.0,0.552,552,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,30.0,0.554,554,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,31.0,0.558,558,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,32.0,0.563,563,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,33.0,0.569,569,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,34.0,0.574,574,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,35.0,0.582,582,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,36.0,0.586,586,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,37.0,0.59,590,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,38.0,0.595,595,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,39.0,0.599,599,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,40.0,0.6,600,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,41.0,0.603,603,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,42.0,0.607,607,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,43.0,0.61,610,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,44.0,0.614,614,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,45.0,0.621,621,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,46.0,0.625,625,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,47.0,0.628,628,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,48.0,0.631,631,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,49.0,0.633,633,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,50.0,0.635,635,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,51.0,0.638,638,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,52.0,0.64,640,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,53.0,0.641,641,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,54.0,0.643,643,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,55.0,0.65,650,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,56.0,0.654,654,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,57.0,0.655,655,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,58.0,0.655,655,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,59.0,0.658,658,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,60.0,0.66,660,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,61.0,0.66,660,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,62.0,0.661,661,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,63.0,0.665,665,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,64.0,0.669,669,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,65.0,0.67,670,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,66.0,0.673,673,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,67.0,0.675,675,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,68.0,0.677,677,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,69.0,0.682,682,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,70.0,0.683,683,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,71.0,0.684,684,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,72.0,0.687,687,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,73.0,0.688,688,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,74.0,0.69,690,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,75.0,0.69,690,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,76.0,0.69,690,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,77.0,0.69,690,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
1.0,Qwen/Qwen2.5-14B-Instruct,top_k,78.0,0.693,693,1000,results/english_pg19_predictions/audit.qwen25-14b-instruct.jsonl
